info	GenerationTime	ExecutionTime	PlanTime	NumRoles(Before)	NumRoles(After)	NumAss(Before)	NumAss(After)	numUsers	NumPermessi	numAssUPA	numAssUA	numAssPA	opt	sim	ResultCompliance
exc_9_beta_0.75	0.0400000000373	920.24	0	13	7	65	29	11	11	26	12	17	0.506329113924	0.757326007326	True
exc_10_beta_0.75	0.0600000000559	921.85	0	13	7	65	29	11	11	26	15	14	0.506329113924	0.722802197802	True
exc_11_beta_0.75	0.0400000000373	920.48	0	13	7	65	28	11	11	26	13	15	0.512658227848	0.759157509158	True
exc_0_beta_0.7	0.0600000000559	921.14	0	13	7	65	30	11	11	26	15	15	0.5	0.765567765568	True
exc_1_beta_0.7	0.0600000000559	920.41	0	13	8	65	30	11	11	26	15	15	0.405063291139	0.810176282051	True
exc_2_beta_0.7	0.0700000000652	920.71	0	13	8	65	30	11	11	26	15	15	0.405063291139	0.810176282051	True
exc_3_beta_0.7	0.0999999998603	916.55	0	13	7	65	28	11	11	26	15	13	0.512658227848	0.747710622711	True
exc_4_beta_0.7	0.0699999998324	920.89	0	13	7	65	29	11	11	26	15	14	0.506329113924	0.774267399267	True
exc_5_beta_0.7	0.0600000000559	917.66	0	13	7	65	29	11	11	26	14	15	0.506329113924	0.792124542125	True
exc_6_beta_0.7	0.0600000000559	920.54	0	13	7	65	29	11	11	26	15	14	0.506329113924	0.774267399267	True
exc_7_beta_0.7	0.0400000000373	920.33	0	13	7	65	30	11	11	26	15	15	0.5	0.728754578755	True
exc_8_beta_0.7	0.0600000000559	920.55	0	13	7	65	29	11	11	26	15	14	0.506329113924	0.747710622711	True
exc_9_beta_0.7	0.0600000000559	920.71	0	13	7	65	29	11	11	26	12	17	0.506329113924	0.757326007326	True
exc_10_beta_0.7	0.0799999998417	921.04	0	13	7	65	29	11	11	26	15	14	0.506329113924	0.722802197802	True
exc_11_beta_0.7	0.059999999823	920.46	0	13	7	65	28	11	11	26	13	15	0.512658227848	0.759157509158	True
exc_0_beta_0.65	0.0400000000373	921.09	0	13	7	65	29	11	11	26	12	17	0.506329113924	0.767948717949	True
exc_1_beta_0.65	0.059999999823	920.43	0	13	8	65	30	11	11	26	15	15	0.405063291139	0.810176282051	True
exc_2_beta_0.65	0.0400000000373	920.83	0	13	8	65	30	11	11	26	15	15	0.405063291139	0.810176282051	True
exc_3_beta_0.65	0.0600000000559	920.66	0	13	7	65	28	11	11	26	15	13	0.512658227848	0.747710622711	True
exc_4_beta_0.65	0.0700000000652	921.32	0	13	7	65	29	11	11	26	14	15	0.506329113924	0.792124542125	True
exc_5_beta_0.65	0.0600000000559	920.94	0	13	7	65	29	11	11	26	14	15	0.506329113924	0.792124542125	True
exc_6_beta_0.65	0.0600000000559	921.53	0	13	7	65	29	11	11	26	15	14	0.506329113924	0.774267399267	True
exc_7_beta_0.65	0.0600000000559	921.21	0	13	7	65	29	11	11	26	15	14	0.506329113924	0.737179487179	True
exc_8_beta_0.65	0.0600000000559	920.5	0	13	7	65	29	11	11	26	15	14	0.506329113924	0.747710622711	True
exc_9_beta_0.65	0.0399999998044	920.76	0	13	7	65	29	11	11	26	12	17	0.506329113924	0.757326007326	True
exc_10_beta_0.65	0.0400000000373	921.25	0	13	7	65	29	11	11	26	14	15	0.506329113924	0.777472527473	True
exc_11_beta_0.65	0.059999999823	920.62	0	13	7	65	28	11	11	26	13	15	0.512658227848	0.759157509158	True
exc_0_beta_0.6	0.0400000000373	921.37	0	13	7	65	29	11	11	26	12	17	0.506329113924	0.767948717949	True
exc_1_beta_0.6	0.0600000000559	921.12	0	13	8	65	30	11	11	26	14	16	0.405063291139	0.800080128205	True
exc_2_beta_0.6	0.0399999998044	921.3	0	13	8	65	30	11	11	26	13	17	0.405063291139	0.815705128205	True
exc_3_beta_0.6	0.0500000000466	920.66	0	13	7	65	28	11	11	26	15	13	0.512658227848	0.747710622711	True
exc_4_beta_0.6	0.0400000000373	920.68	0	13	7	65	29	11	11	26	14	15	0.506329113924	0.792124542125	True
exc_5_beta_0.6	0.0600000000559	920.51	0	13	7	65	29	11	11	26	14	15	0.506329113924	0.765842490842	True
exc_6_beta_0.6	0.059999999823	920.63	0	13	7	65	29	11	11	26	15	14	0.506329113924	0.774267399267	True
