info	GenerationTime	ExecutionTime	PlanTime	NumRoles(Before)	NumRoles(After)	NumAss(Before)	NumAss(After)	numUsers	NumPermessi	numAssUPA	numAssUA	numAssPA	opt	sim	ResultCompliance
exc_2_beta_0.35	0.0400000000373	6565.41	0	13	8	65	43	11	11	26	25	18	0.322784810127	0.916666666667	True
exc_3_beta_0.35	0.0400000000373	1161.9	0	13	7	65	35	11	11	26	17	18	0.46835443038	0.897435897436	True
exc_4_beta_0.35	0.0499999998137	1499.44	0	13	7	65	34	11	11	26	15	19	0.474683544304	0.897435897436	True
exc_5_beta_0.35	0.0699999998324	556.01	0	13	7	65	34	11	11	26	15	19	0.474683544304	0.897435897436	True
exc_6_beta_0.35	0.0699999998324	1527.57	0	13	7	65	34	11	11	26	15	19	0.474683544304	0.897435897436	True
exc_7_beta_0.35	0.0499999998137	930.54	0	13	7	65	32	11	11	26	15	17	0.487341772152	0.838644688645	True
exc_8_beta_0.35	0.0600000000559	975.71	0	13	7	65	34	11	11	26	15	19	0.474683544304	0.897435897436	True
exc_9_beta_0.35	0.0900000000838	783.43	0	13	7	65	34	11	11	26	14	20	0.474683544304	0.867216117216	True
exc_10_beta_0.35	0.0700000000652	827.09	0	13	7	65	34	11	11	26	16	18	0.474683544304	0.850549450549	True
exc_11_beta_0.35	0.0599999995902	526.0	0	13	7	65	34	11	11	26	15	19	0.474683544304	0.897435897436	True
exc_0_beta_0.4	0.0800000000745	1691.18	0	13	7	65	32	11	11	26	15	17	0.487341772152	0.838644688645	True
exc_1_beta_0.4	0.0500000000466	8580.43	0	13	8	65	43	11	11	26	25	18	0.322784810127	0.916666666667	True
exc_2_beta_0.4	0.0600000000559	7906.15	0	13	8	65	43	11	11	26	25	18	0.322784810127	0.916666666667	True
exc_3_beta_0.4	0.089999999851	1515.38	0	13	7	65	35	11	11	26	17	18	0.46835443038	0.897435897436	True
exc_4_beta_0.4	0.0799999998417	718.93	0	13	7	65	34	11	11	26	15	19	0.474683544304	0.897435897436	True
exc_5_beta_0.4	0.0499999998137	592.07	0	13	7	65	34	11	11	26	15	19	0.474683544304	0.897435897436	True
exc_6_beta_0.4	0.0600000000559	708.55	0	13	7	65	34	11	11	26	15	19	0.474683544304	0.897435897436	True
exc_7_beta_0.4	0.0500000000466	919.51	0	13	7	65	32	11	11	26	15	17	0.487341772152	0.838644688645	True
exc_8_beta_0.4	0.0400000000373	593.1	0	13	7	65	34	11	11	26	15	19	0.474683544304	0.897435897436	True
exc_9_beta_0.4	0.0500000000466	1214.37	0	13	7	65	34	11	11	26	14	20	0.474683544304	0.867216117216	True
